timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-11T09:50:09.372374+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:15.074400+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:22.087761+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:28.338049+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:34.402107+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:40.623323+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T09:50:40.639335+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T09:50:40.874818+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:42.576354+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:46.673515+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:48.594470+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:50.338760+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:52.051454+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:54.083681+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:56.528698+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:58.689248+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:51:00.338966+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:51:02.454293+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:51:04.417003+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:51:06.415693+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
