timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-09T14:57:59.336734+00:00,legitimate,1,10,11,1,10,11,0,0.00
2026-09-09T15:02:52.124161+00:00,legitimate,1,10,11,1,10,11,0,0.00
2026-09-09T15:03:16.782222+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:03:18.809329+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:03:26.100119+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:03:31.090649+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:03:41.815111+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:03:45.873441+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:03:49.692332+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:03:51.421573+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-09T15:03:51.427530+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-09T15:04:07.397817+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:04:07.397817+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:04:07.397817+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:04:23.801486+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:04:39.604264+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-09T15:04:45.588206+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-09T15:04:53.003259+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:04:53.277519+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:05:12.644638+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:05:13.100685+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:05:20.185229+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:05:23.044887+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-09T15:05:23.049096+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:05:29.009344+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-09T15:05:30.368757+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-09T15:05:30.943632+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
