timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-11T12:11:37.002989+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:37.020643+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:39.614488+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:39.886622+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:44.107769+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:44.329543+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:46.501083+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:46.518634+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:51.718079+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:52.325723+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:53.337852+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:53.347808+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:58.363877+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:58.675351+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:59.802893+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:11:59.898762+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:04.770234+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:04.923553+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:06.882654+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:07.097613+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:11.061309+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:11.268646+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:13.110331+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:13.144375+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:19.019217+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:19.192431+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:19.980730+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:19.986737+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:24.613056+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:24.939696+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:27.316965+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:27.336316+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:31.440812+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:31.595483+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:34.174571+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:34.185533+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:36.923217+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:36.938429+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:42.605578+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:42.787861+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:43.538436+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:43.541967+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:48.237132+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:12:48.729335+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
