timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-11T09:49:30.001083+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:49:36.209648+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:49:42.255793+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:49:48.367474+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:49:52.369254+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:49:53.977697+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:49:57.561520+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T09:49:57.736707+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T09:49:58.454959+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:50:00.176520+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
