timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-11T11:01:51.943388+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:01:56.637344+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:01:58.599036+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:01:59.730123+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:01.302058+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:04.747453+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:07.384123+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:09.599325+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:11.945556+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:13.677118+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:15.689168+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:17.615237+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:19.791065+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:21.592935+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:23.799086+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:25.527334+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:28.003388+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:29.378915+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:31.540493+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:33.412776+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:35.850170+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:37.656671+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:39.939705+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:41.574177+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:44.037941+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:45.945859+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:47.980859+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:49.401075+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:51.427150+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:53.141513+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:55.469231+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:57.173186+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:02:59.389037+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:01.617914+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:03.685025+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:05.460177+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:07.785943+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:07.957128+00:00,legitimate,8,30,38,7,15,22,-16,-42.11
2026-09-11T11:03:09.391667+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:13.065918+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:15.392980+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:17.587211+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:19.639193+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:21.441882+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:23.427214+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:25.477955+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:27.840862+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:29.776178+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:31.382634+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:33.323660+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:35.652824+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:37.622894+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:39.709396+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:42.134917+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:44.330284+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:46.271832+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:47.999346+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:49.075854+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T11:03:51.041907+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
