timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-10T14:50:27.712692+00:00,legitimate,1,5,6,1,5,6,0,0.00
2026-09-10T14:50:45.542001+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:50:47.232736+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:50:53.541988+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:50:55.095598+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:50:58.857170+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:00.910048+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:05.091278+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:06.959102+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:11.117671+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:13.109746+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:17.215586+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-10T14:51:17.218624+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-10T14:51:17.344175+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:18.676405+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:23.261909+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:25.716208+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:30.642891+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:32.766182+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:36.946079+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:38.949489+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:44.001199+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:46.084567+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:51.648894+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:53.693303+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:51:57.484180+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-10T14:51:57.484180+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-10T14:51:59.958780+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:52:01.703671+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:52:05.765291+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:52:09.237285+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:52:13.222743+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:52:15.550248+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:52:20.991240+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:52:22.730702+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:52:27.091719+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:52:29.187265+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:52:33.387442+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:52:35.689571+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:52:35.900028+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-10T14:52:35.905942+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-10T14:52:40.840579+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:52:42.906878+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-10T14:53:11.308960+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-10T14:53:11.308960+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T06:12:43.991954+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:12:46.204841+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:12:48.872219+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:12:51.037720+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:12:52.898723+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:12:54.803026+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:12:56.597046+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:12:58.247568+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:00.378537+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:02.504135+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:04.175522+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:06.340547+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:08.329980+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:10.005775+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:13.109543+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:15.803650+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:17.384695+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:19.422747+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:22.033822+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:22.039900+00:00,legitimate,8,30,38,7,11,18,-20,-52.63
2026-09-11T06:13:23.453692+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:27.345342+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:29.366771+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:30.899236+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:32.854759+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:34.967021+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:35.914843+00:00,legitimate,8,30,38,7,23,30,-8,-21.05
2026-09-11T06:13:38.448967+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:40.350647+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:43.116738+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:45.062958+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:46.864566+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:48.580220+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:50.384089+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:52.534972+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:54.560611+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:13:56.404552+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:00.020878+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:02.433330+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:04.879041+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:06.554594+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:08.358367+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:10.725080+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:12.102947+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:13.986347+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:16.219999+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:18.225023+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:19.983068+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:21.790462+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:23.711948+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:25.779498+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:27.328862+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:29.450815+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:31.394498+00:00,legitimate,8,30,38,7,28,35,-3,-7.89
2026-09-11T06:14:33.252910+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T06:14:34.167316+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
