timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-11T09:56:01.581915+00:00,legitimate,1,3,4,1,3,4,0,0.00
2026-09-11T09:56:21.048982+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:56:21.509417+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:56:28.987377+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:56:29.679418+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:56:34.643496+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:56:37.849880+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:56:42.216169+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:56:45.369002+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:56:49.162397+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:56:53.707137+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:56:57.232985+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T09:56:57.503469+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T09:56:58.309364+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:57:00.269291+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
