timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-11T12:19:05.937810+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:06.123979+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:13.192634+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:15.256431+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:19.020089+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:21.233457+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:25.124652+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:27.175697+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:31.265401+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:33.350478+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:36.388656+00:00,legitimate,6,200,206,5,200,205,-1,-0.49
2026-09-11T12:19:36.401680+00:00,legitimate,6,200,206,5,200,205,-1,-0.49
2026-09-11T12:19:37.460649+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:39.284539+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:45.114531+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:51.119765+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:19:57.165801+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:03.442566+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:09.238730+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:13.297534+00:00,legitimate,6,200,206,5,200,205,-1,-0.49
2026-09-11T12:20:13.526808+00:00,legitimate,6,200,206,5,200,205,-1,-0.49
2026-09-11T12:20:14.234697+00:00,legitimate,6,200,206,5,200,205,-1,-0.49
2026-09-11T12:20:15.645048+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:19.888059+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:23.338538+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:27.129596+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:29.437564+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:33.386571+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:35.277419+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:39.324687+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:41.594249+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:45.468318+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:49.399340+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:50.990440+00:00,legitimate,6,200,206,5,200,205,-1,-0.49
2026-09-11T12:20:51.004878+00:00,legitimate,6,200,206,5,200,205,-1,-0.49
2026-09-11T12:20:51.503380+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:20:55.223564+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:21:01.052448+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:21:28.587138+00:00,legitimate,6,200,206,5,200,205,-1,-0.49
2026-09-11T12:21:28.590204+00:00,legitimate,6,200,206,5,200,205,-1,-0.49
2026-09-11T12:21:28.676292+00:00,legitimate,6,200,206,5,200,205,-1,-0.49
