timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-11T12:40:52.164485+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:40:52.183541+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:40:53.325506+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:40:59.414176+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:40:59.420764+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:02.075151+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:07.759037+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:10.140591+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:16.026178+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:18.136526+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:23.931970+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:26.089264+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:31.916768+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:34.168561+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:39.936453+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:42.353069+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:48.242510+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:50.261753+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:56.314988+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:41:58.124246+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:04.224772+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:06.364296+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:12.338691+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:14.377533+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:20.077492+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:22.676049+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:28.587337+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:30.512520+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:36.280678+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:38.331619+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:40.613062+00:00,legitimate,1376,512,1888,1377,512,1889,1,0.05
2026-09-11T12:42:44.580334+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:46.542454+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:51.933867+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:54.594456+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:42:56.948496+00:00,legitimate,1376,512,1888,1377,512,1889,1,0.05
2026-09-11T12:43:00.046957+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:01.796237+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:03.749514+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:09.785790+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:11.855362+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:17.898214+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:19.896201+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:26.039173+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:27.946999+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:33.814349+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:35.711876+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:42.614284+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:44.791953+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:50.306110+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:52.357000+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:43:58.169379+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:44:00.418138+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:44:06.779067+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:44:08.631025+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:44:14.482905+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:44:16.448131+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:44:22.214846+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:44:24.229868+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:44:29.978211+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:44:32.338325+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:44:38.486961+00:00,legitimate,1376,512,1888,1377,512,1889,1,0.05
2026-09-11T12:44:42.183579+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:44:44.202639+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:44:51.301039+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:44:53.128187+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:00.685667+00:00,legitimate,1376,512,1888,1377,512,1889,1,0.05
2026-09-11T12:45:00.862013+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:02.782595+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:08.502816+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:10.452494+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:16.498009+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:17.972997+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:23.961610+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:26.150057+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:31.934514+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:34.146517+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:40.423111+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:42.352890+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:48.143974+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T12:45:49.928413+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
