timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-11T10:16:25.866955+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:16:27.717154+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:16:33.337722+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:16:35.160943+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:16:41.427611+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:16:43.229954+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:16:49.146941+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:16:51.211949+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:16:55.802420+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:16:59.621903+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:16:59.979849+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:16:59.988939+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:17:03.340848+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:07.181871+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:11.052109+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:13.157653+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:17.034942+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:19.079709+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:23.375111+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:24.937001+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:31.161543+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:33.141475+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:36.953407+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:38.672001+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:17:38.675623+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:17:39.321000+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:43.480924+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:44.933969+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:51.079187+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:52.849101+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:57.170820+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:17:59.725964+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:18:03.811523+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:18:07.583120+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:18:11.183997+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:18:14.941678+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:18:17.121705+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:18:18.282892+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:18:18.285422+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:18:21.110491+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:18:23.180850+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:18:49.565527+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:18:49.567637+00:00,default,6,200,206,5,200,205,-1,-0.49
