timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-11T10:54:34.913310+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:54:36.741299+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:54:43.387341+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:54:45.178720+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:54:50.832529+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:54:53.245233+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:54:58.788487+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:00.760012+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:07.080536+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:08.628805+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:13.484217+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:55:13.490238+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:55:15.228182+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:17.088508+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:21.655342+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:24.755452+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:28.579509+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:32.837841+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:37.106580+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:40.735348+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:45.164885+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:48.731169+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:52.470821+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:57.215123+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:55:58.114004+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:55:58.118135+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:56:00.678367+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:56:04.913997+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:56:09.069329+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:56:12.591075+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:56:16.794180+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:56:20.991139+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:56:24.908167+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:56:28.610514+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:56:32.605421+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:56:41.725239+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:56:41.729251+00:00,default,6,200,206,5,200,205,-1,-0.49
