timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-11T10:22:59.569409+00:00,legitimate,8,30,38,7,11,18,-20,-52.63
2026-09-11T10:23:01.846254+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:06.631592+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:08.414468+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:12.650515+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:15.019168+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:18.931712+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:23.174028+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:26.733867+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:30.548839+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:32.666444+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:34.447803+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:23:34.783050+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:23:37.047035+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:39.534433+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:44.282725+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:47.156727+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:50.848739+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:55.092761+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:23:59.707125+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:04.117951+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:07.020465+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:11.311116+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:14.969239+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:17.722321+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:24:17.928751+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:24:19.439359+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:23.575805+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:27.771866+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:31.381632+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:35.061982+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:39.191965+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:43.216125+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:46.888703+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:51.133626+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:55.101617+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:59.125777+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T10:24:59.261739+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T10:24:59.339957+00:00,default,6,200,206,5,200,205,-1,-0.49
