timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-11T07:04:07.851452+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:10.734441+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:14.753439+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:16.536865+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:20.811374+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:22.930367+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:26.574564+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:28.868943+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:32.678143+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:34.957021+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:38.885798+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:39.621518+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T07:04:39.625922+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T07:04:41.400563+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:46.547965+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:48.752702+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:52.607725+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:54.815669+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:04:58.561319+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:00.816384+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:04.847864+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:07.154830+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:12.355310+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:15.662790+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:20.411472+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T07:05:20.418594+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T07:05:20.805519+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:23.036321+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:26.862212+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:31.063692+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:33.335187+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:38.195686+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:41.483668+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:46.218250+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:49.024345+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:53.209130+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:05:56.777805+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:06:00.772353+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:06:01.323235+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T07:06:01.327803+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T07:06:03.234601+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:06:04.954434+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T07:07:36.139998+00:00,legitimate,1,5,6,1,5,6,0,0.00
2026-09-11T07:08:08.920992+00:00,default,1,3,4,1,3,4,0,0.00
2026-09-11T07:08:15.598919+00:00,legitimate,1,5,6,1,5,6,0,0.00
