timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-11T09:11:41.056961+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:11:44.471442+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:11:45.547770+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:11:48.534347+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:11:53.100724+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:11:55.226830+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:11:57.082573+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:01.483732+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:03.755800+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:05.926369+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:09.489163+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:11.550797+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:13.867727+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:17.582717+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:19.266055+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:19.487320+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T09:12:21.164280+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:24.586641+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:27.061160+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:29.545920+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:33.211494+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:35.304968+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:37.656843+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:41.186006+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:43.242157+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:45.362990+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:49.079889+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:51.478648+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:53.800915+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:56.908419+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:12:58.946503+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:01.189184+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:04.519098+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T09:13:04.924903+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:06.929173+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:09.381876+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:13.686198+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:15.704023+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:17.688997+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:20.662438+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:22.842995+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:25.305996+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:29.154885+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:31.203869+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:33.470160+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:37.106025+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:38.219745+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:13:43.804317+00:00,default,6,200,206,5,200,205,-1,-0.49
