timestamp,priority,prompt_tokens_estimated,output_tokens_estimated,total_estimated,prompt_tokens_actual,completion_tokens_actual,total_actual,signed_error,relative_error_pct
2026-09-11T09:36:59.608762+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:02.846616+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:05.220670+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:06.743586+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:09.965042+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:12.203214+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:14.369461+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:15.375841+00:00,legitimate,8,30,38,7,25,32,-6,-15.79
2026-09-11T09:37:18.939026+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:21.180001+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:22.941165+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:26.218139+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:28.328952+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:30.373767+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:31.902791+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T09:37:32.217663+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:34.245157+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:36.173968+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:38.177970+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:40.375451+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:42.571532+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:44.394962+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:46.186934+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:48.300541+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:50.165392+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:52.472880+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:54.543450+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:56.642928+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:37:58.573364+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:00.559296+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:02.361510+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:04.620240+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:06.760436+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:08.704508+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:09.820130+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T09:38:10.170896+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:14.071332+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:16.444317+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:18.637893+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:20.175340+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:22.346022+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:24.406411+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:26.348320+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:28.426545+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:30.379203+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:32.171855+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:34.376002+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:36.447549+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:38.241198+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:40.283938+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:42.431848+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:44.610792+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:46.639689+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:47.347471+00:00,default,6,200,206,5,200,205,-1,-0.49
2026-09-11T09:38:48.676517+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
2026-09-11T09:38:50.789470+00:00,legitimate,8,30,38,7,30,37,-1,-2.63
